Job,Skills/Keywords
Junior Data Scientist,"Data Analysis, Consulting, data mining, Javascript, Feasibility Analysis, Machine Learning, Operations Manager, python, Computer science, Econometrics, r, Text mining, PowerBI, Logistic Regression, HTML, predictive modeling, Python, MongoDB, Elastic MapReduce, Front end, Career development, TensorFLow, Open source, Manager Program Management, Deep Learning, Statistical Modeling, SQL, microsoft, Hive, Tensorflow, Perl, NoSQL, GLM Algorithms, segmentation, Algorithms, Data conversion, Data Collection, Amazon Web Services, R, artificial neural networks, Java, Data Cleansing, Hypothesis testing, Machine learning, Tableau, Data Science, Artificial Intelligence, Hadoop, Data analysis, Healthcare, Commodity trading, Pig, data analysis, Exploratory Data Analysis, Linear Regression, data warehousing, Automation, IT Skills, machine learning, Python scripting, Data Management"
Data Scientist II,"Data Analysis, Online sales, data visualization, Machine Learning, Neural Networks, Research, Computer science, Programming, Data Mining, Publishing, Sales operations, data science, Economics, Supply chain, Open source, Deep Learning, Logistics, Data management, Bioinformatics, SQL, Operations research, Distribution system, Analytical, advanced analytics, Scientist II, AWS services, Machine learning, C, Operations, Data Science, Simulation, Customer service, Consumer insights, Statistics, big data, Data mining, Analytics, Networking, Data structures, Market intelligence, NLP"
Python Developer(Data Scientist),"Javascript, Python, Quality Assurance, R, Testing, Java, IT Skills, Software Development"
Mid Level Data Scientist,"Python, Statistics, MATLAB, data science, Cloud, Testing, Data collection, Open source, digital transformation, Computer science, Data mining, Machine learning, IT Skills, SQL, Software Development"
Data Scientist - Experienced/fresher | Kolkata,"Python, Natural Language Processing, Logistic Regression, Time Series, sql, SQL queries, machine learning, MySQL"
Service Delivery _ OSS _ Data Scientist,"Bidding, PHP, Statistics, Data mining, Data management, HTML, Google AdWords, microsoft"
Urgent Opening For Senior Data Scientist Role (Pune),"Python, Predictive Modeling, Machine Learning, Natural Language Processing, IT Skills, Artificial Intelligence, Data Science"
Sr . Data Scientist / Data Scientist,"SAN, Statistical analysis, OOPS, Machine Learning, French, IT Skills, Data structures, big data analytics"
Sr NLP & Text Mining Data Scientist,"Python, US Healthcare, Testing, Business Intelligence, Credentialing, Feedback, Medicare, IT Skills"
"Data Scientist/ Machine Learning, 2022 Passout Can also apply","software testing, freshers, PHP, Machine Learning, python, Data Scientist, IT Skills, Artificial Intelligence"
Data Scientist (Risk / Fraud Experience is must),"Big Data, Python, predictive analytics, Fraud Modelling, SAS, Data Scientist, Pyspark, Risk"
"Specialist, Data Scientist","data science, advanced analytics, Management, Financial services, Programming, Analytics, Representative, Training"
"Data Scientist, Enablement","Python, Salesforce.com, Data analysis, Production engineering, Open source, Analytics, Machine learning, SQL"
"Data Scientist, Product Analytics","Consulting, Engineering Design, Product engineering, data science, Financial services, Computer science, Machine learning, Project management"
Sr. Associate - Data scientist -Affine.Ai,"advanced statistics, R programming, Python, Machine Learning, Statistical Modeling, Logistic Regression, IT Skills, SQL, analytical"
Manager - Data Scientist - Analytics,"Machine Learning, SAS, python, Develop, Python, Pandas, Numpy, Statistical Modeling, SQL, data engineering, Data Analytics, Predictive Modeling, problem solving, Data Scientist, Scipy, Data Science, Data analysis, data analytics, NLP"
Need immediate joiners - Data Scientist,"R, Cloud, data scientist, IT Skills, machine learning, Tableau, analytics, Data modeling"
Lead Data Scientist - CPG/BFSI/Healthcare Domain,"problem scoping, R, modelling, visualizations, EDA, monitoring, end-to-end, insights"
Data Analyst/data Scientist - C++/c#/java,"C#, Machine Learning, software development, Java, C++, communication, Data Mining, Hadoop"
Data Analyst / Data Scientist - C++/c#/java,"Data Analysis, C#, software development, Java, Data Scientist, C++, architecting, Hadoop"
Data Analyst/ Data Scientist - C++/c#/java,"Machine Learning, software development, Java, algorithms, C++, communication, Data Mining, Hadoop"
Senior AI Scientist - SAP Procurement Data Science Team,"SAP, Python, Procurement, Machine Learning, Cloud, Java, IT Skills, Data Science"
Data Scientist - Internet Jobs - II,"Data Analysis, AWS, Machine Learning, Neural Networks, Deep Learning, Data Science, Data Mining, NLP"
Jr. Data Scientist,"Python, Statistics, R, Alteryx, SQL"
Senior Data Scientist - Global Product Organisation.,"Python, data science, advanced analytics, machine learning"
Data Scientist | Zipcar,Machine Learning
Data Scientist/Machine Learning Specialist,"Python, tensorflow, Neural Networks, Natural Language Processing, machine learning, Artificial Intelligence"
Data Scientist - Python/Machine Learning,"DevOps, Python, Net Core, R, Machine Learning, Statistical Analysis, Machine learning, CICD, Data Analytics, Azure IoT"
Lead Data Scientist - Deep Learning/machine Learning,"Mining, R, Cluster analysis, PyTorch, Theano, Logistic Regression, data management, analytical"
Data Scientist | Product based MNC | Pune/ Kolkata,"time series analysis, deep learning, python, written communication, verbal, Pyspark, IT Skills, machine learning"
Data Scientist | Petpooja (SAAS) | Ahmedabad,"MongoDB, Machine Learning, data science, artificial intelligence, data analysis, Deep Learning, Computer Vision, MySQL"
Virtue Analytics - Data Scientist,"communication skills, data mining, modeling, Project Management, Data Modeling, data analytics, Machine Learning, Data Scientist, problem-solving, Analytics, Data Analytics, data management, Data Science, Data Management"
Data scientists,"Analytical, MongoDB, Customer engagement, data science, Logistic regression, Product management, Machine learning, Agile"
Associate Scientist - Semantic & Data Modeling,"Build management, Analytical, Risk management, Release management, Data management, Process optimization, Data modeling, Project management"
Urgent Opening For Senior Data Scientist Role,"Python, Machine Learning, Use Cases, IT Skills, Artificial Intelligence, Data Science"
Associate Scientist - Data Engineering,"SQL development, Analytical, Python, Warehouse design, Assistant Vice President Operations, Data warehousing, Automation, Machine learning"
AI Scientist - SAP Procurement Data Science Team,"SAP, Python, Procurement, Software design, Computer science, Data mining, Agile, Coding"
Clinical Data Programming Scientist,"EDC, Consulting, Project initiation, Clinical trials, Clinical research, Life sciences, Data validation, Pharmacovigilance, Bioinformatics"
data scientist,"excel, Analytical, 524, Data analysis, data science, power bi, Research, Machine learning, sql, Networking, Diagnostics, Computer vision"
Hiring For Data Science /Scientist,"deep learning, data science, R, SAS, python, PySpark, Hive, analytical"
Data Scientist - Financial Services,"Statistics, Power BI, Machine Learning, Analytics, SQL, Tableau, Data Science, MySQL"
Data Scientist - Artificial Intelligence/Machine Learning,"NoSQL, HTML Canvas, ML Algorithms, Python, SQL Server, MongoDB, LSTM, Cassandra, Semantic Hashing, management, statistical modeling, LDA, data, machine learning, Spark, Hadoop"
Intern - Data Scientist/Programmer,"Springboot Java, Python, Open CV, Data Structures And Algorithm Design, Angular JS, IT Skills, Tensor flow, SQL Database"
Scientist- Data Engineering,"Information security, data science, Open source, Automation, Machine learning, Virtualization, SQL, Finance"
Data Scientist (Organic Growth),"Philosophy, Python, Predictive Modeling, ASO, SEO, Hypothesis Testing, SQL"
Data Scientist - SQL Queries | Talent500,"Data Science, SQL"
Data Scientist- python/SQL,"Python, Basic, Logistic regression, Machine learning, SQL"
Associate Scientist- Data Science,"Manager Technology, Actuarial, Natural language processing, data science, Machine learning, Underwriting, Finance, Agile"
DBCG IND - GAMMA Senior Data Scientist,"data science, advanced analytics, Computer science, Management consulting, Machine learning, SDS, Artificial Intelligence, Project management"
Data Science - Senior Data Scientist,"Analytical, SCALA, R, data science, Business Intelligence, data visualization, Business intelligence, Data Scientist, Data mining, Machine learning, Data Visualization, C + +, Operations research, Data Science, Data Mining, Hadoop"
Senior Data Scientist (IN4),"Python, Testing, Machine Learning, Cloud, Product management, IT Skills, Software Development, Data Science"
Senior Data Scientist I,"Analytical, Python, Vice President, data science, Management, Mathematics, Logistics, Machine learning, Operations, Networking, SQL, Operations research, Excel, Business intelligence"
Senior Staff Data Scientist,"Ruby, Python, SCALA, Publishing, Coding, SAS, Open source, Computer science, Product management, Perl, Data quality, Machine learning, Analytics, SQL, Simulation"
Sr. Product Data Scientist,"Javascript, Social media, Computer science, Mobile technology, Data mining, Web analytics, Microstrategy, Data modeling"
Senior - Data Scientist,"Consulting, Data modeling, Network design, Computer science, Mobile technology, Data mining, Machine learning, MySQL"
Data & Applied Scientist,"Javascript, Product quality, Machine Learning, Data collection, Computer science, Workflow, C++, Program Management, Python, Supply chain, Data management, microsoft, Java, Machine learning, Strategic sourcing, Artificial Intelligence, Data Science, Coding, Big Data, Data analysis, Cloud, Data quality, IT Skills"
Data Scientist / Sr. Data Engineer,"Python, Machine Learning, ALGORITHM, SVM, Scipy, IT Skills, Tensorflow, Data Science"
GAMMA Lead Data Scientist,"Consulting, Data analysis, Business analytics, data science, Business strategy, Data management, Management consulting, Operations research"
Data Scientist / Data Analyst,"Consulting, Ruby, Performance improvement, Data Analyst, Business solutions, SAS, Computer science, Perl"
Senior Data Scientist - Data Platform,"Conceptualization, AWS, Quality improvement, Cloud, Subject Matter Expert, GCP, Debugging, Project management"
"Senior Data Scientist, Product Analytics","SAN, Python, Instrumentation, Power BI, IT Skills, Service management, Tableau, Data Science"
"MNC Hiring For "" Data Scientist & cloud "" - Gurgaon & Chennai","Python, Cloud, Regression Analysis, market scenerio, Logistic Regression, predictive modelling, machine learning, Factor Analysis"
AVP Data Scientist (credit and fraud risk models - BFSI),"Big Data Analytics, Machine Learning, python, Fraud Risk Assessment, Credit Risk Modelling, Fraud Analytics, Hadoop Spark, Data Science"
Urgent Opening For Data Scientist For Big4 Company,"Python, C#, modeling, R, Shiny, Java, communication, Tableau"
Immediate requirement For Data Scientist,"Python, git, OOP, written communication, unit testing, PySpark, SQL, object - oriented programming"
urgent requirement For data scientist,"Python, git, OOP, written communication, unit testing, PySpark, SQL, object - oriented programming"
Staff Engineer Data Scientist,"Forecasting, Data analysis, IEEE, Computer science, Shell scripting, Text mining, Machine learning, Oracle"
"Hiring Data Scientist _ Location : Trivandrum, Kerala","data mining, predictive modeling, Machine Learning, Deep Learning, Natural Language Processing, Data Science, Computer Vision, NLP"
Associate Data Scientist - Automotive Supply Chain & Technology,"NoSQL, Python, AWS, KNIME, OLAP, ETL, SQL, communication"
