Job_Role,Company,Location,Skills/Description,Min Experience,Max Experience
Data Scientist,CARDINAL HEALTH INTERNATIONAL INDIA PRIVATE LIMITE,Bangalore/Bengaluru,"Data Scientist, Machine Learning, Python",5.0,8.0
Data Scientist,Encora,Bangalore/Bengaluru,"Python, Neural Networks, Regression Analysis, Pytorch, R, Scikit, Bayesian Networks, K - means",5.0,7.0
Data Scientist | Zipcar,TALENT500 TECH (INDIA) PRIVATE LIMITED,Bangalore/Bengaluru,Machine Learning,3.0,6.0
Data Scientist,Contactx India,Bangalore/Bengaluru,"AWS, Lambda, Cloud formation, ETL, R Programming, Python, API Gateway, Azure DevOps",5.0,8.0
Data Scientist: Artificial Intelligence,IBM,Bangalore/Bengaluru,"Computer science, Enterprise applications, Open source, Analytics, SQL, Computer languages, Simulation, Debugging",3.0,7.0
Data Scientist,IBM,Bangalore/Bengaluru,"Unix, VMware, Networking, Virtualization, SQL, IT Skills, Python, Machine Learning",8.0,12.0
Data Scientist,NSE.IT Ltd,Mumbai,"CNN, deep AI, Python, keras, tensorflow, machine learning, LSTM, NLP",5.0,10.0
Principal Data Scientist,NSE.IT Ltd,"Mumbai, Pune","IT Skills, Python, Testing, Cloud, Big Data, AWS, Tableau, Computer vision",5.0,7.0
Data Scientist/Machine Learning Specialist,CARDINAL HEALTH INTERNATIONAL INDIA PRIVATE LIMITE,Bangalore/Bengaluru,"machine learning, Python, tensorflow, Artificial Intelligence, Natural Language Processing, Neural Networks",5.0,9.0
Data Scientist - Python/Machine Learning,Corner Tree Consulting,"Mumbai, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR","Python, R, Statistical Analysis, Data Analytics, CICD, Net Core, Machine learning, DevOps",10.0,14.0
Lead Data Scientist - Deep Learning/machine Learning,Confidential,Bangalore/Bengaluru,"data management, Cluster analysis, PyTorch, Mining, analytical, R, Theano, Logistic Regression",4.0,9.0
Data Scientist,Hucon Solutions,"Pune, Bangalore/Bengaluru","machine learning, predictive modelling, IT Skills, Bayesian, Decision Trees, Clustering, Statistics, Random Forest",4.0,9.0
Data Scientist,Uniqon Consulting Private Limited,Hyderabad/Secunderabad,"data science, statistical modeling, problem solving, IT Skills, Strategic Thinking",8.0,13.0
Data Scientist,Orbit Techsol (W) Pvt Ltd,Delhi / NCR,"Spark, Apache Kafka, Hive, Python, Pig, Impala, Scala, data analysis",4.0,9.0
Data Scientist | Product based MNC | Pune/ Kolkata,Abzooba India Infotech Private Limited,"Kolkata, Pune","deep learning, python, machine learning, written communication, verbal, Pyspark, IT Skills, time series analysis",3.0,8.0
Data Scientist,Teqforce Solutions Pvt Ltd,Pune,"nlp, pyspark, machine learning, IT Skills, Data Science, Cloud, AWS, Azure",4.0,9.0
Data Scientist,Darshan Soft-Tech Pvt. Ltd,"Hyderabad/Secunderabad, Vadodara","data science, IT Skills, Machine Learning, Quantitative Analysis, data analysis, data mining, predictive modeling, statistical modeling",4.0,6.0
Data Scientist | Petpooja (SAAS) | Ahmedabad,PRAYOSHA FOOD SERVICES PRIVATE LIMITED,Ahmedabad,"Deep Learning, data analysis, Machine Learning, artificial intelligence, data science, Computer Vision, MongoDB, MySQL",1.0,5.0
Data Scientist,S P A Enterprise Info Services (India) Private Lim,Remote,"python, R Program, Data Visualization, data analysis, analytical, R, RDBMS, data mining",4.0,8.0
Data Scientist,Teqforce Solutions Pvt Ltd,Remote,"Machine Learning, IT Skills, Data Science, Cloud, AWS, Azure, NLP, PySpark",4.0,9.0
Data Scientist,Virtue Analytics,Lucknow,"data analytics, Data Science, R, Data Scientist, predictive modeling, Data Management, Data Modeling, Machine Learning",3.0,5.0
Virtue Analytics - Data Scientist,Virtue Analytics,Lucknow,"Data Scientist, data management, modeling, data analytics, Project Management, problem-solving, communication skills",3.0,5.0
Data Scientist,Virtue Analytics,Lucknow,"data analytics, Data Science, Data Management, Data Modeling, Machine Learning, Analytics",3.0,5.0
Data Scientist,Foxberry Technologies Pvt. Ltd.,Pune,Data scientist,0.0,1.0
Data scientists,UNBXD Software Pvt Ltd,"Mumbai, Daman & Diu","Product management, Logistic regression, data science, Analytical, Machine learning, Agile, MongoDB, Customer engagement",3.0,7.0
Data Scientist,Coditas Technologies Pvt Ltd,Pune,"IT Skills, Python, Data Science, Cloud, Big Data, AWS, Tableau, Backend",4.0,8.0
Data Scientist,Pasona,New Delhi,"IT Skills, Java, Python, Software Development, Testing, Machine Learning, Javascript, Text mining",1.0,3.0
Associate Scientist - Semantic & Data Modeling,AXA Technology Services India Pvt. Ltd,Bangalore/Bengaluru,"Process optimization, Data management, Data modeling, Project management, Analytical, Build management, Risk management, Release management",2.0,4.0
Urgent Opening For Senior Data Scientist Role,Peoplefy Infosolutions Pvt. Ltd.,Pune(Kharadi),"Data Science, Artificial Intelligence, Machine Learning, Python, IT Skills, Use Cases",6.0,11.0
Associate Scientist - Data Engineering,AXA Technology Services India Pvt. Ltd,Gurgaon/Gurugram,"Automation, Analytical, Machine learning, Assistant Vice President Operations, Warehouse design, SQL development, Data warehousing, Python",2.0,5.0
Data Scientist (freelance),2Coms,"Hyderabad/Secunderabad, Hyderabad","IT Skills, Java, Python, Machine Learning, Javascript, Data Scientist",3.0,8.0
Data Scientist,Green Agrevolution Pvt. Ltd. (DeHaat),"Gurgaon/Gurugram, Bangalore/Bengaluru","image processing, python, machine learning, Deep Learning",4.0,9.0
AI Scientist - SAP Procurement Data Science Team,SAP India Pvt.Ltd,Bangalore/Bengaluru,"Python, Procurement, Computer science, Software design, SAP, Coding, Agile, Data mining",2.0,7.0
Data Scientist,GENINVO TECHNOLOGIES PRIVATE LIMITED,"Chandigarh, Delhi / NCR","python, Natural Language Processing, machine learning, IT Skills, Java, J2EE, Software Development, Testing",5.0,10.0
Data Scientist,eNFLUENCE IT Services Pvt. Ltd.,"Hyderabad/Secunderabad, Chennai","SAS model development, Python, IT Skills, Python skills, SAS model",4.0,8.0
Data Scientist,eNFLUENCE IT Services Pvt. Ltd.,"Hyderabad/Secunderabad, Chennai","Azure, IT Skills, building DS solutions, Microsoft",5.0,7.0
Clinical Data Programming Scientist,Accenture,Bangalore/Bengaluru,"EDC, Consulting, Clinical research, Life sciences, Pharmacovigilance, Data validation, Project initiation, Clinical trials",5.0,8.0
data scientist,Ankit Bhatnagar Consultant,Pune,"excel, 524, power bi, sql",2.0,5.0
Data Scientist,Capgemini,Gurgaon/Gurugram,"python, C++, r, machine learning, programming, analytical, C, analytics",2.0,5.0
Hiring For Data Science /Scientist,Vodafone India Services Pvt.Ltd,"Pune(Viman Nagar), Bangalore/Bengaluru(Marathahalli)","deep learning, python, data science, SAS, analytical, R, PySpark, Hive",3.0,8.0
Manager - Data Scientist - Analytics,Huquo Consulting Pvt. Ltd,Gurgaon/Gurugram,"SAS, Predictive Modeling, Data Science, NLP, Data Scientist, Statistical Modeling, Data Analytics, Machine Learning",4.0,9.0
Data Scientist - Financial Services,TalentCo Search Pvt Ltd,Mumbai,"MySQL, Power BI, Tableau, Machine Learning, Statistics, Analytics, SQL, Data Science",3.0,6.0
Data Scientist - Artificial Intelligence/Machine Learning,Okda Solutions,Hyderabad/Secunderabad,"NoSQL, SQL Server, LSTM, LDA, Cassandra, Semantic Hashing, MongoDB, HTML Canvas",4.0,8.0
Data Scientist,Master Mind Consultancy,Noida,"Python, Java, C/C++, R, Statistical analysis, Big Data, Data Visualization, Machine Learning",4.0,9.0
Data Scientist,Jobs Territory,"Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)","data science, Computer science, Machine learning, Natural language processing, Data mining, Business solutions, MATLAB, Analytics",1.0,3.0
Data Scientist,Sriiom Human Resource Solutions LLP,Bangalore/Bengaluru,"Data Services, Automation, Prototype, Analytical, Formulation, Business Process, Operations Research, Consulting",1.0,3.0
Data Scientist,Applied Materials,Bangalore/Bengaluru,"Unix, semiconductor, JMP, analyzing data, statistical analysis, Multivariate Analysis, Statistical Programming, Statistics",0.0,3.0
Intern - Data Scientist/Programmer,The millionvisions,Bangalore/Bengaluru,"Data Structures And Algorithm Design, SQL Database, Python, Tensor flow, Open CV, IT Skills, Springboot Java, Angular JS",0.0,1.0
Scientist- Data Engineering,AXA Technology Services India Pvt. Ltd,Gurgaon/Gurugram,"Automation, data science, Information security, Finance, Machine learning, Open source, Virtualization, SQL",3.0,6.0
Data Scientist,Knowledge Foundry,"Pune, Bangalore/Bengaluru","Data Science, Machine Learning, Python",1.0,3.0
Data Scientist (Organic Growth),KWALEE INDIA PRIVATE LIMITED,Bangalore/Bengaluru,"Predictive Modeling, Hypothesis Testing, SEO, ASO, Philosophy, Python, SQL",2.0,7.0
Data Scientist - SQL Queries | Talent500,TALENT500 TECH (INDIA) PRIVATE LIMITED,Remote,"Data Science, SQL",6.0,11.0
Data Scientist- python/SQL,TeamPlus Staffing Solution Pvt Ltd,Bangalore/Bengaluru,"Logistic regression, Basic, Machine learning, SQL, Python",3.0,10.0
Associate Scientist- Data Science,AXA Technology Services India Pvt. Ltd,Gurgaon/Gurugram,"data science, Underwriting, Finance, Machine learning, Agile, Manager Technology, Actuarial, Natural language processing",3.0,7.0
DBCG IND - GAMMA Senior Data Scientist,Boston Consulting Group,"Mumbai, Delhi, Chennai, Bengaluru","Computer science, advanced analytics, SDS, data science, Artificial Intelligence, Project management, Machine learning, Management consulting",6.0,10.0
Data Science - Senior Data Scientist,Paytm,"Noida, Bangalore/Bengaluru","Data Science, Business Intelligence, R, Data Scientist, C + +, Hadoop, Data Mining, Data Visualization",2.0,4.0
Senior Data Scientist (IN4),Walmart,Bangalore/Bengaluru,"IT Skills, Python, Software Development, Testing, Data Science, Machine Learning, Cloud, Product management",5.0,9.0
Senior Data Scientist,Walmart,Bangalore/Bengaluru,"IT Skills, Python, Data Science, Machine Learning, Big Data, Supply chain, Data analysis, Web analytics",5.0,9.0
Sr. Data Scientist,Kimberly-Clark Lever Limited,Bangalore/Bengaluru,"Data analysis, SAP, SAS, Data modeling, RDBMS, Coding, Javascript, Agile",12.0,17.0
Sr. Data Scientist,Kimberly-Clark Lever Limited,Bangalore/Bengaluru,"Procurement, Supply chain, C++, Data analysis, Networking, Data management, Data modeling, MySQL",10.0,15.0
Senior Data Scientist,Flipkart,Bangalore/Bengaluru,"deep learning, Statistical analysis, data science, Machine learning, Product planning, Predictive modeling, Research, Forecasting",5.0,8.0
Sr Data Scientist,Uber,Bangalore/Bengaluru,"Computer science, Interpersonal skills, Project management, Technical Lead, Actuarial, data visualization, Bioinformatics, Analytics",6.0,12.0
Senior Data Scientist,Walmart,Bangalore/Bengaluru,"Unix, Supply chain, Linux, Machine learning, SCALA, Agile, Data mining, Forecasting",9.0,12.0
Senior Data Scientist,Ericsson Global Services,Bangalore/Bengaluru,"Open Source, Algorithms, Data Scientist, Neural Networks, Keras, Solid Programming, Machine Learning, Python",10.0,12.0
Senior Data Scientist,Walmart,Bangalore/Bengaluru,"Procurement, Computer science, Cloud computing, Data analysis, data science, Db2, Coding, Agile",5.0,9.0
Senior Data Scientist,Ericsson Global Services,Bangalore/Bengaluru,"Bidding, Google Analytics, Data management, Social networking, Google AdWords, PHP, HTML, HTTP",10.0,15.0
Senior Data Scientist Grade12,Flipkart,Bangalore/Bengaluru,"data science, E-commerce, Statistics",5.0,8.0
Senior Data Scientist I,Delhivery,Bangalore/Bengaluru,"Operations research, Excel, Machine learning, Vice President, Mathematics, Management, Business intelligence, Operations",3.0,7.0
Senior Staff Data Scientist,Swiggy,Bangalore/Bengaluru,"Product management, Publishing, Simulation, Machine learning, SCALA, Open source, SQL, Python",2.0,7.0
Sr. Product Data Scientist,Uber,Bangalore/Bengaluru,"Microstrategy, Computer science, Mobile technology, Web analytics, Data modeling, Social media, Javascript, Data mining",2.0,7.0
Senior - Data Scientist,AT and T Global Business Services India P. Ltd.,Bangalore/Bengaluru,"Computer science, Mobile technology, Network design, Data modeling, MySQL, Consulting, Machine learning, Data mining",8.0,10.0
Sr. Data Scientist,Thomson Reuters,Bangalore/Bengaluru,"Computer science, Customer acquisition, Business analytics, Analytical, Consulting, Customer retention, Informatica, Operations",3.0,6.0
Data & Applied Scientist,Microsoft,Hyderabad/Secunderabad,"IT Skills, Python, Data Science, Machine Learning, Cloud, Big Data, Supply chain, Computer science",5.0,6.0
Clinical Data Programming Scientist,Accenture,Chennai,"EDC, Consulting, Clinical research, Life sciences, Pharmacovigilance, Data validation, Clinical trials, Bioinformatics",5.0,8.0
Data Scientist / Sr. Data Engineer,Convergence Infotech Ltd,Bangalore/Bengaluru(Sadashiva Nagar),"IT Skills, Python, Data Science, Machine Learning, Tensorflow, Scipy, ALGORITHM, SVM",4.0,9.0
GAMMA Lead Data Scientist,Boston Consulting Group,"Mumbai, Delhi, Chennai, Bengaluru","Data analysis, Operations research, data science, Data management, Business analytics, Consulting, Management consulting, Business strategy",7.0,12.0
Lead Data Scientist,Becton Dickinson India Pvt Ltd,Bangalore/Bengaluru,"advanced analytics, spark, Machine learning, power bi, Data analytics, data visualization, Predictive analytics, Business operations",8.0,14.0
Lead Data Scientist,Genpact,Bangalore/Bengaluru,"Data Science, Python, Mechine Learning, NLP, AI",5.0,10.0
Lead Data Scientist,Groww,Bangalore/Bengaluru,"data science, Machine learning, Consulting, Manager Technology, Mentor, Deployment, Investment banking, Research",5.0,8.0
Lead Data Scientist,Philips,Bangalore/Bengaluru,"Supply chain, Computer science, Automation, Coding, Analytical, Machine learning, Data mining, Robotics",8.0,10.0
Lead Data Scientist,Freshworks,Bangalore/Bengaluru,"IT services, Computer science, NoSQL, Machine learning, Schema, Signal processing, Natural language processing, Customer engagement",5.0,8.0
Senior Data Scientist,Truecaller,Bangalore/Bengaluru,"GCP, Analytical, Machine learning, SMS, Agile, Open source, Monitoring, SQL",2.0,5.0
Senior Data Scientist,Truecaller,Bangalore/Bengaluru,"Product engineering, Talent acquisition, Neural networks, spark, Analytical, Machine learning, Open source, SQL",5.0,10.0
Data Scientist / Data Analyst,Bloom Consulting Services,Bengaluru,"Computer science, SAS, Consulting, Data Analyst, Perl, Business solutions, Ruby, Performance improvement",6.0,11.0
Senior Data Scientist,Gojek,Bangalore/Bengaluru,"Team management, Prototype, data science, Analytical, Machine learning, Agile, Customer engagement, Statistics",6.0,12.0
Senior Data Scientist,Gojek,Bangalore/Bengaluru,"Unix, Product management, Computer science, Operations research, Simulation, Machine learning, Distribution system, Forecasting",10.0,15.0
Senior Data Scientist,PayU,Bangalore/Bengaluru,"SAS, Social media, Analytical, Data collection, Predictive modeling, Data mining, Forecasting, Analytics",3.0,7.0
Senior Data Scientist - Data Platform,Gojek,Bangalore/Bengaluru,"Quality improvement, GCP, Project management, Debugging, Cloud, Conceptualization, Subject Matter Expert, AWS",6.0,12.0
Data Scientist / Analyst,open data fabric,Bangalore/Bengaluru,"Data Analytics, Power - BI, Data Science, Big Data Technologies, communication, SQL, Python, Git",4.0,9.0
Senior Data Scientist,Gojek,Bangalore/Bengaluru,"deep learning, Prototype, data science, Analytical, Finance, Machine learning, Customer engagement, Financial services",6.0,12.0
Senior Data Scientist,Gojek,Bangalore/Bengaluru,"Mining, Version control, GIT, data science, Analytical, Shell scripting, Machine learning, data visualization",5.0,10.0
"Senior Data Scientist, Product Analytics",Atlassian,Bangalore/Bengaluru,"IT Skills, Python, Data Science, Tableau, Power BI, Service management, SAN, Instrumentation",5.0,9.0
Senior Data Scientist,Atlassian,Bangalore/Bengaluru,"Power BI, Python, Tableau, R, SQL, IT Skills, Data Science, Billing",4.0,8.0
"MNC Hiring For "" Data Scientist & cloud "" - Gurgaon & Chennai",ESS CEE HR SOLUTIONS,"Gurgaon/Gurugram, Chennai","machine learning, Cloud, Python, predictive modelling, Logistic Regression, Factor Analysis, Regression Analysis, market scenerio",5.0,10.0
AVP Data Scientist (credit and fraud risk models - BFSI),SSJ Solutions,Gurgaon/Gurugram,"Data Science, Credit Risk Modelling, Fraud Risk Assessment, Big Data Analytics, python, Hadoop Spark, Machine Learning, Fraud Analytics",8.0,13.0
Data Scientist,Upman Placements Pvt Ltd,"Pune, Mumbai (All Areas)","data analysis, data science, machine learning, artificial intelligence, text analytics, Java, deep learning, python",5.0,10.0
